Name,FileName,BJD,S,SNR,Decker,Seeing
"HD 42618","bj194.963 ",16911.085,0.1632,60,"B5",1.0
"HD 42618","bj194.964 ",16911.086,0.1636,59,"B5",1.0
"HD 42618","bj194.965 ",16911.087,0.165,59,"B5",1.0
"HD 42618","bj196.101 ",17057.833,0.1632,62,"B5",1.1
"HD 42618","bj196.102 ",17057.834,0.1643,62,"B5",1.0
"HD 42618","bj196.103 ",17057.835,0.1637,61,"B5",1.1
"HD 42618","bj196.305 ",17058.893,0.1645,61,"B5",1.6
"HD 42618","bj196.306 ",17058.895,0.1646,61,"B5",1.3
"HD 42618","bj196.307 ",17058.896,0.164,62,"B5",1.3
"HD 42618","bj197.107 ",17060.74,0.1641,60,"B5",1.6
"HD 42618","bj197.108 ",17060.742,0.1643,59,"B5",1.7
"HD 42618","bj197.109 ",17060.743,0.1653,59,"B5",1.6
"HD 42618","bj197.309 ",17061.829,0.1652,62,"B5",1.0
"HD 42618","bj197.310 ",17061.83,0.166,63,"B5",1.0
"HD 42618","bj197.311 ",17061.831,0.1657,63,"B5",1.1
"HD 42618","bj211.122 ",17265.138,0.1619,63,"C2",1.1
"HD 42618","bj211.123 ",17265.139,0.1616,63,"C2",1.1
"HD 42618","bj211.124 ",17265.14,0.1624,62,"C2",1.1
"HD 42618","bj212.98  ",17286.056,0.1589,60,"B5",1.2
"HD 42618","bj212.99  ",17286.057,0.1599,61,"B5",1.2
"HD 42618","bj212.100 ",17286.058,0.1592,61,"B5",1.2
"HD 42618","bj213.160 ",17291.096,0.1621,63,"B5",1.0
"HD 42618","bj213.161 ",17291.097,0.1624,63,"B5",1.0
"HD 42618","bj213.162 ",17291.098,0.1622,62,"B5",0.9
"HD 42618","bj213.269 ",17294.121,0.1648,64,"B5",1.1
"HD 42618","bj213.270 ",17294.122,0.1645,64,"B5",1.2
"HD 42618","bj213.271 ",17294.123,0.1646,63,"B5",1.1
"HD 42618","bj213.418 ",17295.094,0.1646,62,"C2",1.0
"HD 42618","bj213.419 ",17295.095,0.1645,62,"C2",1.1
"HD 42618","bj213.420 ",17295.096,0.164,62,"C2",1.1
"HD 42618","bj214.97  ",17297.062,0.1672,61,"B5",1.0
"HD 42618","bj214.98  ",17297.063,0.167,62,"B5",1.0
"HD 42618","bj214.99  ",17297.064,0.1672,62,"B5",1.0
"HD 42618","bj215.126 ",17299.099,0.1662,62,"B5",1.5
"HD 42618","bj215.127 ",17299.1,0.1665,62,"B5",1.7
"HD 42618","bj215.128 ",17299.101,0.1664,62,"B5",2.0
"HD 42618","bj216.129 ",17327.094,0.164,65,"B5",0.9
"HD 42618","bj216.130 ",17327.095,0.164,65,"B5",0.8
"HD 42618","bj216.131 ",17327.096,0.1642,66,"B5",0.8
"HD 42618","bj217.108 ",17340.041,0.1625,63,"B5",1.1
"HD 42618","bj217.109 ",17340.042,0.163,62,"B5",1.2
"HD 42618","bj217.110 ",17340.043,0.1628,62,"B5",1.2
"HD 42618","bj219.102 ",17378.804,0.1625,51,"B5",2.1
"HD 42618","bj219.103 ",17378.806,0.1623,51,"B5",2.0
"HD 42618","bj219.104 ",17378.807,0.1629,52,"B5",1.9
"HD 42618","bj220.103 ",17384.794,0.1631,63,"B5",1.3
"HD 42618","bj220.104 ",17384.795,0.1634,64,"B5",1.4
"HD 42618","bj220.105 ",17384.796,0.1636,64,"B5",1.2
"HD 42618","bj221.111 ",17401.868,0.1608,68,"B5",1.3
"HD 42618","bj221.112 ",17401.869,0.1621,67,"B5",1.2
"HD 42618","bj221.113 ",17401.87,0.1612,67,"B5",1.3
"HD 42618","bj242.135 ",17672.152,0.1605,64,"C2",0.9
"HD 42618","bj242.136 ",17672.153,0.1608,64,"C2",0.9
"HD 42618","bj242.137 ",17672.154,0.1606,64,"C2",0.9
"HD 42618","bj242.372 ",17673.147,0.1604,65,"C2",1.1
"HD 42618","bj242.373 ",17673.148,0.16,65,"C2",1.0
"HD 42618","bj242.374 ",17673.148,0.1597,65,"C2",1.1
"HD 42618","bj243.139 ",17679.149,0.1583,60,"C2",1.2
"HD 42618","bj243.140 ",17679.15,0.16,62,"C2",1.1
"HD 42618","bj243.141 ",17679.151,0.1585,63,"C2",0.9
"HD 42618","bj243.289 ",17680.15,0.1602,60,"B5",1.6
"HD 42618","bj243.290 ",17680.151,0.1603,59,"B5",1.6
"HD 42618","bj243.291 ",17680.152,0.1599,61,"B5",1.6
"HD 42618","bj244.135 ",17698.156,0.1593,60,"C2",1.1
"HD 42618","bj244.136 ",17698.157,0.1598,59,"C2",1.1
"HD 42618","bj244.137 ",17698.158,0.1607,59,"C2",1.1
"HD 42618","bj246.314 ",17713.04,0.1618,63,"C2",1.0
"HD 42618","bj246.315 ",17713.041,0.1613,63,"C2",1.0
"HD 42618","bj246.316 ",17713.042,0.1621,63,"C2",1.0
"HD 42618","bj248.87  ",17759.928,0.1641,62,"B5",1.0
"HD 42618","bj248.88  ",17759.929,0.1639,62,"B5",1.1
"HD 42618","bj248.89  ",17759.929,0.1645,62,"B5",1.1
"HD 42618","bj271.152 ",18003.142,0.1589,61,"C2",1.0
"HD 42618","bj271.153 ",18003.143,0.1591,61,"C2",0.9
"HD 42618","bj271.154 ",18003.143,0.1588,62,"C2",0.9
"HD 42618","bj282.113 ",18149.859,0.1573,57,"C2",1.4
"HD 42618","bj282.114 ",18149.86,0.157,57,"C2",1.4
"HD 42618","bj282.115 ",18149.861,0.1577,57,"C2",1.4
"HD 42618","bj301.52  ",18361.136,0.1564,59,"C2",1.1
"HD 42618","bj301.53  ",18361.137,0.1554,58,"C2",1.1
"HD 42618","bj301.54  ",18361.138,0.1562,59,"C2",1.0
"HD 42618","bj303.76  ",18370.139,0.1594,59,"B5",1.3
"HD 42618","bj303.77  ",18370.14,0.158,59,"B5",1.3
"HD 42618","bj303.78  ",18370.141,0.1586,58,"B5",1.3
"HD 42618","bj305.130 ",18386.094,0.1575,58,"B5",1.2
"HD 42618","bj305.131 ",18386.095,0.1575,59,"B5",1.2
"HD 42618","bj305.132 ",18386.096,0.1574,59,"B5",1.0
"HD 42618","bj305.443 ",18387.086,0.1573,61,"B5",0.9
"HD 42618","bj305.444 ",18387.087,0.1566,62,"B5",0.9
"HD 42618","bj305.445 ",18387.088,0.1562,62,"B5",0.9
"HD 42618","bj305.611 ",18388.131,0.1575,60,"B5",1.1
"HD 42618","bj305.612 ",18388.132,0.156,60,"B5",1.0
"HD 42618","bj305.613 ",18388.133,0.1554,60,"B5",1.0
"HD 42618","bj308.298 ",18427.006,0.1573,58,"B5",1.3
"HD 42618","bj308.299 ",18427.007,0.1574,59,"B5",1.2
"HD 42618","bj308.300 ",18427.008,0.1562,60,"B5",1.0
"HD 42618","bj310.81  ",18439.024,0.1617,21,"B5",1.3
"HD 42618","bj311.136 ",18444.03,0.1564,59,"B5",1.3
"HD 42618","bj311.137 ",18444.031,0.157,58,"B5",1.4
"HD 42618","bj311.138 ",18444.032,0.1562,57,"B5",1.4
"HD 42618","bj313.85  ",18462.905,0.1563,61,"B5",1.0
"HD 42618","bj313.86  ",18462.906,0.1573,61,"B5",1.2
"HD 42618","bj313.87  ",18462.907,0.157,60,"B5",1.2
"HD 42618","bj314.114 ",18476.829,0.1593,62,"B5",1.1
"HD 42618","bj314.115 ",18476.83,0.1595,60,"B5",1.3
"HD 42618","bj314.116 ",18476.831,0.159,61,"B5",1.2
"HD 42618","bj315.72  ",18479.035,0.1597,60,"B5",1.0
"HD 42618","bj315.73  ",18479.036,0.1588,59,"B5",1.1
"HD 42618","bj315.74  ",18479.037,0.1592,60,"B5",1.1
"HD 42618","bj316.125 ",18490.948,0.1581,51,"B5",2.4
"HD 42618","bj316.126 ",18490.95,0.1576,52,"B5",2.2
"HD 42618","bj316.127 ",18490.952,0.1578,50,"B5",2.5
"HD 42618","bj325.70  ",18595.723,0.1577,61,"B5",1.0
"HD 42618","bj325.71  ",18595.724,0.1579,61,"B5",1.0
"HD 42618","bj325.72  ",18595.725,0.1573,61,"B5",1.0
"HD 42618","bj803.212 ",14705.106,0.157,65,"B5",1.4
"HD 42618","bj808.223 ",14820.084,0.1567,67,"B5",1.2
"HD 42618","bj809.158 ",14821.001,0.1575,72,"B5",1.2
"HD 42618","bj810.163 ",14821.921,0.1562,69,"B5",1.5
"HD 42618","bj815.116 ",14872.844,0.1574,70,"B5",1.2
"HD 42618","bj836.180 ",15201.991,0.1567,72,"B5",1.0
"HD 42618","bj836.181 ",15201.992,0.1562,73,"B5",1.0
"HD 42618","bj837.137 ",15202.829,0.1566,72,"B5",0.8
"HD 42618","bj837.138 ",15202.83,0.1561,72,"B5",0.9
"HD 42618","bj833.185 ",15167.89,0.157,72,"B5",0.9
"HD 42618","bj833.186 ",15167.891,0.1571,72,"B5",0.9
"HD 42618","bj833.187 ",15167.892,0.1567,72,"B5",0.9
"HD 42618","bj839.130 ",15258.869,0.1565,64,"B5",1.7
"HD 42618","bj839.131 ",15258.871,0.1567,65,"B5",1.6
"HD 42618","bj854.216 ",15464.112,0.1568,74,"B5",0.9
"HD 42618","bj854.217 ",15464.113,0.1567,73,"B5",0.9
"HD 42618","bj854.218 ",15464.114,0.1568,74,"B5",0.9
"HD 42618","bj854.219 ",15464.115,0.1567,74,"B5",0.9
"HD 42618","bj878.209 ",15826.063,0.1582,68,"B5",1.4
"HD 42618","bj878.210 ",15826.064,0.1582,65,"B5",1.7
"HD 42618","bj878.211 ",15826.066,0.158,68,"B5",1.4
"HD 42618","bj880.204 ",15841.07,0.157,70,"B5",1.3
"HD 42618","bj881.184 ",15875.067,0.1583,73,"B5",1.2
"HD 42618","bj881.185 ",15875.068,0.159,75,"B5",1.0
"HD 42618","bj881.186 ",15875.07,0.1585,73,"B5",1.1
"HD 42618","bj882.159 ",15875.975,0.1585,72,"B5",1.2
"HD 42618","bj882.160 ",15875.976,0.1582,74,"B5",1.1
"HD 42618","bj882.161 ",15875.977,0.1585,74,"B5",1.0
"HD 42618","bj883.201 ",15877.013,0.1586,73,"B5",1.2
"HD 42618","bj883.202 ",15877.015,0.1587,72,"B5",1.3
"HD 42618","bj883.203 ",15877.016,0.1595,70,"B5",1.5
"HD 42618","bj883.219 ",15877.084,0.1597,75,"B5",1.1
"HD 42618","bj883.220 ",15877.085,0.1591,75,"B5",1.1
"HD 42618","bj883.221 ",15877.087,0.1593,75,"B5",1.0
"HD 42618","bj883.222 ",15877.088,0.1587,73,"B5",1.2
"HD 42618","bj884.171 ",15910.954,0.16,73,"B5",1.1
"HD 42618","bj884.172 ",15910.955,0.1603,73,"B5",1.2
"HD 42618","bj884.173 ",15910.956,0.1606,74,"B5",1.1
"HD 42618","bj886.169 ",15912.915,0.1602,75,"B5",1.0
"HD 42618","bj886.170 ",15912.916,0.1603,75,"B5",1.0
"HD 42618","bj886.171 ",15912.918,0.1603,74,"B5",1.0
"HD 42618","bj890.118 ",16025.777,0.1608,53,"B5",1.5
"HD 42618","bj351.618 ",18797.087,0.1597,58,"B5",1.7
"HD 42618","bj365.915 ",18907.856,0.1565,59,"B5",1.6
"HD 42618","bj365.916 ",18907.857,0.1574,57,"B5",1.8
"HD 42618","bj365.917 ",18907.858,0.1559,57,"B5",1.7
"HD 42618","bj388.128 ",19100.131,0.1575,57,"B5",1.8
"HD 42618","bj388.129 ",19100.132,0.1571,55,"B5",2.1
"HD 42618","bj388.130 ",19100.133,0.1574,60,"B5",1.6
"HD 42618","bj390.106 ",19143.158,0.1544,63,"C2",1.3
"HD 42618","bj390.107 ",19143.159,0.1548,62,"C2",1.4
"HD 42618","bj390.108 ",19143.16,0.1557,63,"C2",1.2
"HD 42618","bj391.546 ",19154.163,0.1583,63,"C2",1.0
"HD 42618","bj391.547 ",19154.164,0.1579,63,"C2",1.0
"HD 42618","bj391.548 ",19154.165,0.1567,61,"C2",1.1
"HD 42618","bj401.403 ",19268.887,0.1565,60,"B5",1.2
"HD 42618","bj401.404 ",19268.888,0.1577,60,"B5",1.3
"HD 42618","bj401.405 ",19268.889,0.1575,59,"B5",1.4
"HD 42618","bj427.736 ",19452.145,0.1552,63,"C2",0.9
"HD 42618","bj427.737 ",19452.146,0.1564,62,"C2",0.9
"HD 51219","bj02.1075 ",13304.051,0.1574,48,"B5",1.1
"HD 51219","bj02.1076 ",13304.051,0.157,73,"B5",1.3
"HD 51219","bj05.1250 ",13400.949,0.1534,71,"B5",1.3
"HD 51219","bj106.266 ",15521.987,0.1518,55,"B5",1.0
"HD 51219","bj138.834 ",15904.859,0.1514,58,"B5",1.4
"HD 51219","bj185.836 ",16639.964,0.1508,59,"B5",0.9
"HD 51219","bj187.170 ",16708.957,0.1513,46,"B1",1.3
"HD 51219","bj241.133 ",17669.155,0.152,42,"C2",0.9
"HD 51219","bj254.171 ",17853.723,0.1534,40,"C2",1.0
"HD 51219","bj304.235 ",18384.11,0.1567,39,"B5",1.1
"HD 51219","bj305.438 ",18387.078,0.1579,39,"B5",1.0
"HD 51219","bj325.67  ",18595.718,0.1582,42,"B5",0.9
"HD 50806","bj02.1077 ",13304.055,0.1432,66,"B5",1.6
"HD 50806","bj05.1245 ",13400.932,0.142,62,"B5",1.6
"HD 50806","bj24.372  ",14024.144,0.1428,52,"B5",1.7
"HD 50806","bj105.161 ",15501.056,0.1424,53,"B5",1.3
"HD 50806","bj133.189 ",15842.153,0.142,58,"C2",1.0
"HD 50806","bj187.169 ",16708.955,0.1408,31,"B1",1.1
"HD 50806","bj220.134 ",17384.991,0.1421,53,"B5",2.0
"HD 50806","bj246.546 ",17714.116,0.1419,39,"C2",1.2
"HD 50806","bj246.939 ",17716.162,0.1397,36,"C2",1.3
"HD 50806","bj305.454 ",18387.122,0.1423,39,"C2",1.0
"HD 50806","bj317.105 ",18508.97,0.1445,34,"B5",1.5
"HD 50806","bj351.439 ",18796.066,0.1441,34,"B5",1.5
"HD 50806","bj363.503 ",18880.873,0.1431,39,"B5",1.2
"HD 50806","bj392.133 ",19156.136,0.1423,55,"B5",1.2
"HD 50806","bj402.90  ",19271.841,0.1431,40,"B5",1.0
"HD 50806","bj430.170 ",19479.15,0.1388,40,"C2",1.3
"HD 50806","bj442.972 ",19545.035,0.1436,44,"B5",0.8
"HD 50806","bj532.265 ",20276.071,0.1446,38,"B5",1.6
"HD 48938","bj02.1078 ",13304.057,0.1551,81,"B5",1.4
"HD 48938","bj05.1244 ",13400.93,0.1549,77,"B5",1.8
"HD 48938","bj105.162 ",15501.057,0.1559,63,"B5",1.2
"HD 48938","bj133.190 ",15842.154,0.1537,69,"C2",1.1
"HD 48938","bj187.167 ",16708.952,0.1554,38,"B1",1.2
"HD 48938","bj222.507 ",17413.924,0.1555,52,"B5",1.1
"HD 48938","bj246.545 ",17714.114,0.1546,48,"C2",1.1
"HD 48938","bj246.940 ",17716.163,0.153,44,"C2",1.4
"HD 48938","bj305.453 ",18387.12,0.1541,48,"C2",1.0
"HD 48938","bj305.802 ",18389.13,0.1562,49,"B5",1.2
"HD 48938","bj317.104 ",18508.969,0.156,43,"B5",1.4
"HD 48938","bj328.62  ",18610.746,0.1569,18,"B5",1.5
"HD 48938","bj329.66  ",18615.723,0.1561,44,"C2",1.1
"HD 48938","bj351.438 ",18796.065,0.1555,45,"B5",1.5
"HD 48938","bj363.505 ",18880.876,0.1561,46,"B5",1.5
"HD 48938","bj392.124 ",19156.073,0.1557,53,"B5",1.6
"HD 48938","bj402.89  ",19271.84,0.1564,48,"B5",1.1
"HD 48938","bj442.971 ",19545.034,0.1566,50,"B5",0.8
"HD 48938","bj532.264 ",20276.07,0.1566,47,"B5",1.5
"HD 45588","bj02.1079 ",13304.059,0.1534,82,"B5",1.3
"HD 45588","bj05.1243 ",13400.928,0.1558,72,"B5",1.7
"HD 45588","bj52.529  ",14545.834,0.1577,65,"B5",1.3
"HD 45588","bj102.273 ",15472.153,0.1489,65,"C2",1.2
"HD 45588","bj133.188 ",15842.153,0.1529,68,"C2",1.2
"HD 45588","bj187.166 ",16708.951,0.1543,26,"B1",1.1
"HD 45588","bj218.412 ",17354.938,0.1495,66,"C2",1.3
"HD 45588","bj246.544 ",17714.113,0.1487,46,"C2",1.2
"HD 45588","bj246.942 ",17716.167,0.1475,42,"C2",1.4
"HD 45588","bj304.244 ",18384.128,0.1529,49,"B5",1.1
"HD 45588","bj305.450 ",18387.108,0.1508,46,"C2",1.0
"HD 45588","bj317.101 ",18508.964,0.1521,44,"B5",1.3
"HD 45588","bj325.74  ",18595.728,0.1527,39,"B5",1.4
"HD 45588","bj351.435 ",18796.061,0.1525,48,"B5",1.3
"HD 45588","bj363.504 ",18880.875,0.152,47,"B5",1.3
"HD 45588","bj392.123 ",19156.068,0.1528,63,"B5",1.5
"HD 45588","bj402.87  ",19271.837,0.1528,47,"B5",1.1
"HD 45588","bj442.967 ",19545.027,0.1531,49,"B5",0.9
"HD 45588","bj532.262 ",20276.068,0.1528,46,"B5",1.5
"HD 50639","bj02.1080 ",13304.06,0.1683,83,"B5",1.2
"HD 50639","bj63.1340 ",14809.964,0.17,64,"B5",0.8
"HD 50639","bj83.376  ",15229.94,0.1677,62,"B5",1.0
"HD 50639","bj85.339  ",15256.786,0.1667,55,"B3",1.1
"HD 50639","bj133.643 ",15844.125,0.1625,48,"C2",1.4
"HD 50639","bj185.841 ",16639.983,0.1715,49,"B5",0.9
"HD 50639","bj222.122 ",17411.913,0.1696,50,"B5",1.4
"HD 50639","bj224.136 ",17422.974,0.1699,46,"B5",1.5
"HD 50639","bj241.132 ",17669.153,0.1675,49,"C2",1.0
"HD 50639","bj254.170 ",17853.722,0.1687,47,"C2",1.1
"HD 50639","bj305.138 ",18386.104,0.1688,47,"B5",1.0
"HD 50639","bj305.437 ",18387.077,0.1699,46,"B5",1.0
"HD 50639","bj319.83  ",18532.753,0.1702,58,"B1",1.1
"HD 50639","bj319.84  ",18532.754,0.1701,57,"B1",1.1
"HD 50639","bj319.85  ",18532.755,0.1701,58,"B1",1.0
"HD 50639","bj328.63  ",18610.747,0.1751,40,"B5",1.2
"HD 50639","bj458.373 ",19681.723,0.1679,65,"C2",1.4
"HD 44985","bj02.1081 ",13304.066,0.1486,84,"B5",1.6
"HD 44985","bj05.1249 ",13400.946,0.1499,80,"B5",1.5
"HD 44985","bj106.267 ",15521.989,0.1494,63,"B5",1.0
"HD 44985","bj187.118 ",16708.824,0.1492,57,"B1",1.9
"HD 44985","bj222.118 ",17411.9,0.1499,50,"B5",1.3
"HD 44985","bj224.133 ",17422.97,0.1495,47,"B5",1.3
"HD 44985","bj243.138 ",17679.148,0.1482,50,"B5",1.0
"HD 44985","bj245.176 ",17704.008,0.1494,48,"B5",1.3
"HD 44985","bj304.229 ",18384.103,0.149,46,"B5",1.0
"HD 44985","bj305.435 ",18387.074,0.1487,47,"B5",0.9
"HD 44985","bj306.355 ",18397.033,0.149,45,"B5",0.9
"HD 44985","bj317.100 ",18508.964,0.1501,48,"B5",1.2
"HD 44985","bj325.66  ",18595.716,0.1495,48,"B5",1.0
"HD 44985","bj351.434 ",18796.061,0.1508,48,"B5",1.2
"HD 44985","bj399.288 ",19234.905,0.1515,48,"B5",1.0
"HD 44985","bj442.968 ",19545.03,0.1507,49,"B5",0.8
"HD 44985","bj501.98  ",19947.815,0.1504,48,"B5",0.9
"HD 44985","bj532.254 ",20276.043,0.1505,50,"B5",1.2
"HD 45067","bj02.1082 ",13304.069,0.1545,66,"B5",1.4
"HD 45067","bj02.1083 ",13304.072,0.1553,22,"B5",1.5
"HD 45067","bj02.1084 ",13304.075,0.1552,63,"B5",1.8
"HD 45067","bj05.1248 ",13400.944,0.1563,81,"B5",1.2
"HD 45067","bj06.652  ",13426.843,0.1548,85,"B5",1.2
"HD 45067","bj106.265 ",15521.986,0.1552,66,"B5",1.1
"HD 45067","bj111.863 ",15559.88,0.1492,25,"C2",1.1
"HD 45067","bj111.864 ",15559.886,0.1529,63,"C2",1.1
"HD 45067","bj111.865 ",15559.889,0.1537,62,"C2",1.1
"HD 45067","bj133.187 ",15842.152,0.1533,70,"C2",0.9
"HD 45067","bj146.814 ",15996.822,0.1511,67,"C2",1.5
"HD 45067","bj187.116 ",16708.819,0.1572,60,"B1",1.7
"HD 45067","bj242.140 ",17672.158,0.1549,54,"C2",0.9
"HD 45067","bj246.945 ",17716.171,0.1531,45,"C2",1.4
"HD 45067","bj305.434 ",18387.073,0.1555,49,"B5",1.0
"HD 45067","bj306.356 ",18397.034,0.1545,47,"B5",0.9
"HD 45067","bj306.367 ",18397.061,0.1545,46,"B5",0.9
"HD 45067","bj317.99  ",18508.963,0.1556,49,"B5",1.2
"HD 45067","bj351.433 ",18796.059,0.1569,49,"B5",1.3
"HD 45067","bj392.122 ",19156.067,0.1569,66,"B5",1.4
"HD 45067","bj399.287 ",19234.903,0.1617,48,"B5",1.1
"HD 45067","bj442.966 ",19545.027,0.1564,55,"B5",0.8
"HD 45067","bj501.96  ",19947.811,0.1566,49,"B5",1.0
"HD 45067","bj532.253 ",20276.041,0.1556,52,"B5",1.2
"HD 32147","bj02.1085 ",13304.078,0.2742,19,"B5",1.4
"HD 32147","bj02.1086 ",13304.08,0.2756,26,"B5",1.4
"HD 32147","bj02.1087 ",13304.082,0.2784,15,"B5",1.5
"HD 32147","bj02.1088 ",13304.086,0.2731,32,"B5",1.2
"HD 32147","bj03.560  ",13339.903,0.2717,45,"B5",1.5
"HD 32147","bj03.561  ",13339.904,0.271,45,"B5",1.4
"HD 32147","bj03.562  ",13339.905,0.272,46,"B5",1.4
"HD 32147","bj04.446  ",13368.957,0.2593,45,"B5",1.1
"HD 32147","bj04.447  ",13368.958,0.2598,44,"B5",1.1
"HD 32147","bj04.448  ",13368.959,0.2598,45,"B5",1.1
"HD 32147","bj06.276  ",13425.708,0.2699,45,"B5",1.6
"HD 32147","bj06.277  ",13425.71,0.2691,44,"B5",1.8
"HD 32147","bj06.278  ",13425.712,0.2701,45,"B5",1.7
"HD 32147","bj06.1046 ",13427.815,0.2706,38,"B1",1.0
"HD 32147","bj06.1047 ",13427.816,0.2713,37,"B1",1.0
"HD 32147","bj06.1048 ",13427.817,0.2695,38,"B1",1.0
"HD 32147","bj13.160  ",13692.94,0.2596,46,"B5",1.4
"HD 32147","bj13.161  ",13692.941,0.2596,46,"B5",1.2
"HD 32147","bj13.162  ",13692.944,0.2595,47,"B5",1.1
"HD 32147","bj13.214  ",13693.046,0.2606,45,"B5",1.0
"HD 32147","bj13.215  ",13693.047,0.2605,46,"B5",1.0
"HD 32147","bj13.216  ",13693.048,0.2598,46,"B5",1.0
"HD 32147","bj13.671  ",13694.106,0.2589,41,"B5",1.1
"HD 32147","bj13.672  ",13694.108,0.2579,42,"B5",1.1
"HD 32147","bj13.673  ",13694.109,0.2586,42,"B5",1.1
"HD 32147","bj13.1150 ",13694.949,0.2571,47,"B5",1.0
"HD 32147","bj13.1151 ",13694.95,0.2571,47,"B5",1.0
"HD 32147","bj13.1152 ",13694.951,0.2572,47,"B5",1.0
"HD 32147","bj13.1642 ",13695.972,0.2549,47,"B5",0.9
"HD 32147","bj13.1643 ",13695.973,0.2549,47,"B5",0.9
"HD 32147","bj13.1644 ",13695.974,0.2557,47,"B5",0.9
"HD 32147","bj13.1712 ",13696.111,0.2554,42,"B5",1.1
"HD 32147","bj13.1713 ",13696.112,0.2568,42,"B5",1.1
"HD 32147","bj13.1714 ",13696.113,0.2542,42,"B5",1.2
"HD 32147","bj13.2162 ",13696.962,0.2541,47,"B5",1.1
"HD 32147","bj13.2163 ",13696.963,0.2539,47,"B5",1.1
"HD 32147","bj13.2164 ",13696.964,0.2542,47,"B5",1.1
"HD 32147","bj14.634  ",13724.938,0.2617,46,"B5",1.1
"HD 32147","bj14.635  ",13724.942,0.2634,46,"B5",1.3
"HD 32147","bj14.636  ",13724.944,0.263,46,"B5",1.3
"HD 32147","bj16.575  ",13776.863,0.2543,43,"B5",1.0
"HD 32147","bj16.576  ",13776.864,0.2541,44,"B5",1.0
"HD 32147","bj16.577  ",13776.865,0.255,44,"B5",1.1
"HD 32147","bj23.267  ",13982.098,0.2522,47,"B5",0.9
"HD 32147","bj23.268  ",13982.099,0.2529,45,"B5",0.9
"HD 32147","bj23.269  ",13982.1,0.2514,46,"B5",1.0
"HD 32147","bj26.219  ",14084.038,0.2459,35,"B5",2.0
"HD 32147","bj26.220  ",14084.04,0.2472,35,"B5",2.1
"HD 32147","bj26.221  ",14084.041,0.2467,35,"B5",2.2
"HD 32147","bj29.184  ",14138.866,0.2495,41,"B5",1.0
"HD 32147","bj29.185  ",14138.867,0.2492,41,"B5",1.0
"HD 32147","bj29.186  ",14138.868,0.2503,41,"B5",1.1
"HD 32147","bj45.246  ",14344.134,0.2402,42,"B5",0.8
"HD 32147","bj47.405  ",14398.061,0.2397,42,"B5",1.1
"HD 32147","bj48.893  ",14430.027,0.238,41,"B5",1.4
"HD 32147","bj49.570  ",14454.983,0.2374,41,"B5",1.1
"HD 32147","bj49.994  ",14456.032,0.2349,34,"B5",2.0
"HD 32147","bj49.1944 ",14459.036,0.229,25,"B5",2.2
"HD 32147","bj49.2252 ",14460.818,0.2327,32,"B5",1.4
"HD 32147","bj49.2651 ",14461.898,0.2313,26,"B5",1.4
"HD 32147","bj49.2653 ",14461.901,0.2315,33,"B5",1.5
"HD 32147","bj52.125  ",14544.798,0.2367,37,"B5",1.2
"HD 32147","bj52.907  ",14546.735,0.2335,40,"B5",1.2
"HD 32147","bj59.1136 ",14721.146,0.2253,34,"B5",0.9
"HD 32147","bj61.140  ",14777.96,0.2257,34,"B5",0.9
"HD 32147","bj61.141  ",14777.961,0.2256,33,"B5",1.0
"HD 32147","bj61.142  ",14777.961,0.2273,34,"B5",1.0
"HD 32147","bj61.439  ",14778.994,0.226,34,"B5",1.0
"HD 32147","bj61.440  ",14778.995,0.2264,33,"B5",1.2
"HD 32147","bj61.441  ",14778.996,0.2271,33,"B5",1.1
"HD 32147","bj61.772  ",14780.041,0.2279,32,"B5",1.6
"HD 32147","bj61.773  ",14780.042,0.2273,33,"B5",1.2
"HD 32147","bj61.774  ",14780.042,0.2275,33,"B5",1.3
"HD 32147","bj63.131  ",14805.913,0.2284,33,"B5",1.1
"HD 32147","bj63.468  ",14806.962,0.2269,33,"B5",1.0
"HD 32147","bj63.741  ",14807.913,0.229,33,"B5",1.0
"HD 32147","bj63.1062 ",14808.956,0.2271,34,"B5",1.0
"HD 32147","bj63.1632 ",14810.909,0.2279,33,"B5",0.9
"HD 32147","bj64.174  ",14839.01,0.233,25,"B5",1.9
"HD 32147","bj64.175  ",14839.011,0.2332,25,"B5",1.7
"HD 32147","bj64.176  ",14839.012,0.2323,26,"B5",1.7
"HD 32147","bj66.133  ",14864.961,0.2376,16,"B5",1.6
"HD 32147","bj66.134  ",14864.962,0.2341,14,"B5",1.7
"HD 32147","bj66.135  ",14864.963,0.2339,12,"B5",1.5
"HD 32147","bj67.461  ",14928.72,0.2352,31,"B5",1.1
"HD 32147","bj67.462  ",14928.721,0.2339,31,"B5",1.0
"HD 32147","bj67.463  ",14928.722,0.2336,31,"B5",1.1
"HD 32147","bj76.341  ",15075.128,0.2544,34,"B5",1.2
"HD 32147","bj76.342  ",15075.129,0.2534,34,"B5",1.0
"HD 32147","bj76.343  ",15075.129,0.2533,34,"B5",0.9
"HD 32147","bj76.548  ",15076.117,0.2547,34,"B5",0.9
"HD 32147","bj76.549  ",15076.118,0.2534,34,"B5",0.9
"HD 32147","bj76.550  ",15076.119,0.255,34,"B5",0.9
"HD 32147","bj76.738  ",15077.114,0.2554,34,"B5",0.9
"HD 32147","bj76.739  ",15077.115,0.2551,34,"B5",0.9
"HD 32147","bj76.740  ",15077.116,0.254,33,"B5",1.0
"HD 32147","bj76.960  ",15078.124,0.2535,34,"B5",0.9
