Name,FileName,BJD,S,SNR,Decker,Seeing
"HD 7924","bj442.68  ",19540.952,0.2053,38,"B5",1.7
"HD 7924","bj442.69  ",19540.954,0.2061,38,"B5",1.6
"HD 7924","bj448.66  ",19595.699,0.2055,45,"C2",1.2
"HD 7924","bj448.67  ",19595.701,0.2064,45,"C2",1.2
"HD 7924","bj448.68  ",19595.702,0.2068,44,"C2",1.3
"HD 7924","bj452.69  ",19631.712,0.2112,42,"C2",1.3
"HD 7924","bj452.70  ",19631.713,0.2113,42,"C2",1.4
"HD 7924","bj452.71  ",19631.714,0.2109,41,"C2",1.4
"HD 7924","bj488.321 ",19830.031,0.1966,40,"B5",1.9
"HD 7924","bj488.322 ",19830.032,0.1968,43,"B5",1.7
"HD 7924","bj488.323 ",19830.034,0.1979,44,"B5",1.6
"HD 7924","bj488.343 ",19830.15,0.1934,41,"C2",1.4
"HD 7924","bj488.344 ",19830.151,0.1921,41,"C2",1.4
"HD 7924","bj488.345 ",19830.152,0.1932,41,"C2",1.3
"HD 7924","bj496.72  ",19889.901,0.1959,45,"C2",1.1
"HD 7924","bj496.73  ",19889.903,0.1946,44,"C2",1.2
"HD 7924","bj496.74  ",19889.904,0.195,45,"C2",1.1
"HD 6872A","bj01.464  ",13239.087,0.1814,104,"B5",1.0
"HD 6872A","bj20.909  ",13933.026,0.1792,93,"B5",1.1
"HD 6872A","bj137.277 ",15879.02,0.1757,65,"B5",1.2
"HD 6872A","bj222.286 ",17412.763,0.1767,68,"B1",1.3
"HD 6872A","bj222.691 ",17414.811,0.1794,49,"B5",1.5
"HD 6872A","bj233.314 ",17581.128,0.1775,54,"C2",1.0
"HD 6872A","bj240.552 ",17654.151,0.1797,50,"C2",1.1
"HD 6872A","bj243.116 ",17679.006,0.1778,47,"B5",1.7
"HD 6872A","bj302.278 ",18365.003,0.1783,50,"B5",1.2
"HD 6872A","bj333.528 ",18647.124,0.1759,49,"C2",1.2
"HD 6872A","bj382.209 ",19068.065,0.1786,47,"B5",1.9
"HD 6872A","bj483.213 ",19806.141,0.1763,73,"C2",1.1
"HD 6872B","bj01.465  ",13239.09,0.1913,100,"B5",1.0
"HD 6872B","bj24.247  ",14023.78,0.1917,49,"B5",1.3
"HD 6872B","bj59.2297 ",14725.057,0.1927,66,"B5",1.1
"HD 6872B","bj137.276 ",15879.016,0.1917,64,"B5",1.2
"HD 6872B","bj180.738 ",16533.118,0.1866,30,"B3",0.9
"HD 6872B","bj222.690 ",17414.809,0.1916,50,"B5",1.4
"HD 6872B","bj302.114 ",18364.13,0.1913,47,"B5",1.1
"HD 6872B","bj896.93  ",16168.909,0.1906,58,"B5",1.6
"HD 6872B","bj898.156 ",16290.866,0.1914,83,"B5",1.0
"HD 6872B","bj902.112 ",16329.765,0.1902,75,"B5",1.2
"HD 6872B","bj906.155 ",16548.911,0.1891,80,"B5",1.3
"HD 6872B","bj907.163 ",16549.917,0.1885,84,"B5",1.0
"HD 6872B","bj909.146 ",16551.856,0.1888,79,"B5",1.5
"HD 6872B","bj341.126 ",18723.112,0.1896,71,"B5",1.0
"HD 6872B","bj359.89  ",18852.761,0.1938,71,"B5",1.0
"HD 6872B","bj382.205 ",19068.049,0.1929,44,"B5",2.0
"HD 10145","bj01.466  ",13239.093,0.1718,79,"B5",1.1
"HD 10145","bj21.495  ",13961.085,0.1724,73,"B5",1.0
"HD 10145","bj59.170  ",14718.028,0.1736,54,"B5",1.4
"HD 10145","bj77.924  ",15110.001,0.173,51,"B5",1.1
"HD 10145","bj97.3053 ",15440.107,0.1725,51,"B5",1.0
"HD 10145","bj106.245 ",15521.942,0.1745,52,"B5",1.3
"HD 10145","bj130.2319",15798.121,0.1721,56,"B5",1.1
"HD 10145","bj130.2539",15799.109,0.1704,49,"B3",1.1
"HD 10145","bj130.2540",15799.11,0.172,49,"B3",1.0
"HD 10145","bj131.744 ",15810.131,0.1725,58,"B5",0.9
"HD 10145","bj134.451 ",15851.969,0.172,58,"B5",0.9
"HD 10145","bj134.452 ",15851.97,0.1726,58,"B5",0.9
"HD 10145","bj134.453 ",15851.972,0.1724,58,"B5",0.9
"HD 10145","bj138.390 ",15902.956,0.1713,56,"C2",1.2
"HD 10145","bj140.80  ",15928.745,0.1715,58,"C2",0.9
"HD 10145","bj143.114 ",15960.857,0.1679,38,"B5",2.0
"HD 10145","bj145.111 ",15972.805,0.1723,37,"B5",1.0
"HD 10145","bj147.52  ",15999.737,0.1733,29,"B5",1.4
"HD 10145","bj190.94  ",16861.042,0.1723,49,"B5",1.8
"HD 10145","bj300.292 ",18351.093,0.1743,36,"B5",1.7
"HD 10145","bj802.175 ",14703.999,0.1721,65,"B5",1.1
"HD 10145","bj808.162 ",14819.868,0.173,60,"B5",1.4
"HD 10145","bj815.110 ",14872.768,0.1729,55,"B5",1.2
"HD 10145","bj825.207 ",15050.11,0.1723,66,"B5",1.0
"HD 10145","bj833.163 ",15167.852,0.1729,67,"B5",1.3
"HD 10145","bj912.142 ",16676.773,0.1721,65,"B5",1.1
"HD 10145","bj421.288 ",19413.125,0.1769,36,"B5",1.5
"HD 10436","bj01.467  ",13239.095,0.8886,42,"B5",1.0
"HD 10436","bj01.471  ",13239.107,0.8847,42,"B5",1.1
"HD 10436","bj02.535  ",13302.8,0.9384,37,"B5",0.9
"HD 10436","bj03.154  ",13338.725,0.9139,37,"B5",1.0
"HD 10436","bj05.146  ",13397.824,0.951,28,"B5",1.3
"HD 10436","bj21.913  ",13962.086,0.9641,38,"B5",1.2
"HD 10436","bj61.123  ",14777.928,0.9945,22,"B5",1.0
"HD 10436","bj61.409  ",14778.884,0.9747,18,"B5",1.6
"HD 10436","bj61.410  ",14778.887,0.9819,21,"B5",1.6
"HD 10436","bj61.738  ",14779.914,0.9922,21,"B5",1.8
"HD 10436","bj96.425  ",15412.085,0.9555,28,"B5",1.0
"HD 10436","bj96.823  ",15414.124,0.8786,19,"B5",2.3
"HD 10436","bj156.1047",16149.102,0.846,22,"B5",0.9
"HD 10436","bj196.276 ",17058.724,0.8973,21,"B5",1.3
"HD 10436","bj300.294 ",18351.097,0.9617,20,"B5",1.5
"HD 10436","bj912.141 ",16676.769,0.8874,35,"B5",1.0
"HD 10436","bj382.199 ",19068.013,0.9446,17,"B5",2.1
"HD 10436","bj382.213 ",19068.071,0.9341,18,"B5",1.9
"HD 10436","bj479.277 ",19781.115,0.9655,30,"B5",0.9
"HD 10780","bj01.468  ",13239.098,0.2685,71,"B5",1.1
"HD 10780","bj01.472  ",13239.109,0.2697,71,"B5",0.9
"HD 10780","bj02.183  ",13301.929,0.2647,64,"B5",1.0
"HD 10780","bj03.176  ",13338.79,0.2689,63,"B5",1.2
"HD 10780","bj03.177  ",13338.791,0.2696,63,"B5",1.3
"HD 10780","bj03.178  ",13338.792,0.2695,63,"B5",1.4
"HD 10780","bj04.854  ",13369.79,0.2706,64,"B5",1.1
"HD 10780","bj04.855  ",13369.791,0.2704,64,"B5",1.3
"HD 10780","bj21.917  ",13962.105,0.3133,65,"B5",1.2
"HD 10780","bj74.555  ",15044.138,0.2831,49,"B5",1.1
"HD 10780","bj76.565  ",15076.148,0.2877,49,"B5",0.9
"HD 10780","bj76.755  ",15077.145,0.2848,47,"B5",0.9
"HD 10780","bj76.976  ",15078.147,0.2839,47,"B5",0.8
"HD 10780","bj77.937  ",15110.045,0.2962,46,"B5",1.1
"HD 10780","bj94.135  ",15396.134,0.2681,48,"C2",1.4
"HD 10780","bj110.81  ",15544.676,0.3011,48,"C2",1.0
"HD 10780","bj116.68  ",15633.717,0.2857,46,"C2",1.1
"HD 10780","bj158.514 ",16174.086,0.2622,51,"B5",1.4
"HD 10780","bj180.740 ",16533.12,0.2626,46,"B3",0.9
"HD 10780","bj185.348 ",16637.88,0.2719,47,"B5",1.5
"HD 10780","bj190.95  ",16861.045,0.267,43,"B5",1.9
"HD 10780","bj204.586 ",17232.138,0.2554,52,"C2",1.1
"HD 10780","bj265.309 ",17965.142,0.2898,46,"C2",1.5
"HD 10780","bj297.121 ",18337.138,0.2664,45,"C2",1.5
"HD 10780","bj378.512 ",19047.065,0.3003,41,"B5",2.6
"HD 10780","bj382.200 ",19068.014,0.306,31,"B5",1.6
"HD 10780","bj479.278 ",19781.116,0.2827,52,"B5",0.9
"HD 10790","bj01.469  ",13239.1,0.1732,58,"B5",1.2
"HD 10790","bj15.1748 ",13751.782,0.1728,48,"B5",1.1
"HD 10790","bj21.501  ",13961.097,0.1748,57,"B5",1.0
"HD 10790","bj47.758  ",14398.945,0.1703,33,"B5",2.7
"HD 10790","bj76.926  ",15078.055,0.1728,40,"B5",1.1
"HD 10790","bj77.1087 ",15110.927,0.1764,20,"B5",1.3
"HD 10790","bj78.209  ",15134.058,0.1718,32,"B5",0.9
"HD 10790","bj83.930  ",15231.798,0.1713,37,"B5",1.6
"HD 10790","bj96.618  ",15413.122,0.1683,26,"B5",2.0
"HD 10790","bj97.2821 ",15439.051,0.1713,41,"B5",1.2
"HD 10790","bj97.3052 ",15440.104,0.1709,39,"B5",1.1
"HD 10790","bj98.172  ",15455.998,0.1717,40,"B5",1.0
"HD 10790","bj100.125 ",15464.951,0.1725,41,"B5",1.1
"HD 10790","bj106.244 ",15521.939,0.1757,17,"B5",1.3
"HD 10790","bj113.82  ",15584.73,0.1716,39,"B5",1.1
"HD 10790","bj116.69  ",15633.72,0.1698,31,"B5",1.3
"HD 10790","bj130.2323",15798.126,0.1701,43,"B5",1.0
"HD 10790","bj138.391 ",15902.962,0.1725,46,"C2",1.2
"HD 10790","bj140.87  ",15928.752,0.1723,48,"C2",1.0
"HD 10790","bj145.110 ",15972.803,0.173,29,"B5",1.0
"HD 10790","bj156.807 ",16148.127,0.1712,46,"C2",1.0
"HD 10790","bj158.510 ",16174.068,0.1732,43,"B5",1.8
"HD 10790","bj160.106 ",16203.04,0.1732,47,"C2",1.3
"HD 10790","bj185.794 ",16639.811,0.1712,28,"B5",1.7
"HD 10790","bj186.148 ",16674.725,0.1743,33,"C2",1.2
"HD 10790","bj192.308 ",16881.089,0.1753,30,"B5",1.1
"HD 10790","bj300.293 ",18351.094,0.1758,28,"B5",1.6
"HD 10790","bj912.150 ",16676.792,0.1755,48,"B5",1.0
"HD 10790","bj448.65  ",19595.698,0.1731,31,"C2",1.3
"HD 25682","bj01.474  ",13239.12,0.1657,77,"B5",0.8
"HD 25682","bj05.128  ",13397.755,0.1648,68,"B5",1.1
"HD 25682","bj24.336  ",14024.041,0.1656,63,"B5",0.9
"HD 25682","bj109.150 ",15542.999,0.1652,49,"B5",1.4
"HD 25682","bj161.134 ",16208.04,0.1645,40,"B5",0.9
"HD 25682","bj222.96  ",17411.824,0.1642,49,"B3",1.1
"HD 25682","bj222.106 ",17411.873,0.1675,38,"B5",1.3
"HD 25682","bj224.91  ",17422.768,0.1662,40,"B5",1.1
"HD 25682","bj247.309 ",17746.894,0.1672,36,"B5",1.3
"HD 25682","bj266.96  ",17970.13,0.1676,37,"C2",1.3
"HD 25682","bj274.327 ",18030.04,0.1648,37,"C2",0.8
"HD 25682","bj305.115 ",18386.035,0.166,37,"B5",1.0
"HD 25682","bj911.171 ",16675.828,0.1655,65,"B5",0.8
"HD 24496","bj01.475  ",13239.122,0.1747,80,"B5",0.8
"HD 24496","bj05.572  ",13398.781,0.171,72,"B5",1.0
"HD 24496","bj05.573  ",13398.783,0.1714,72,"B5",0.9
"HD 24496","bj05.574  ",13398.784,0.1716,72,"B5",0.9
"HD 24496","bj13.152  ",13692.928,0.1906,73,"B5",1.5
"HD 24496","bj13.153  ",13692.93,0.1899,73,"B5",1.8
"HD 24496","bj13.154  ",13692.932,0.1906,73,"B5",1.5
"HD 24496","bj13.208  ",13693.035,0.1903,73,"B5",0.9
"HD 24496","bj13.209  ",13693.037,0.1902,73,"B5",0.9
"HD 24496","bj13.210  ",13693.039,0.1903,72,"B5",0.9
"HD 24496","bj13.621  ",13693.999,0.1907,72,"B5",0.9
"HD 24496","bj13.622  ",13694.001,0.1905,72,"B5",0.9
"HD 24496","bj13.623  ",13694.002,0.1905,72,"B5",0.9
"HD 24496","bj13.1144 ",13694.944,0.1929,42,"B5",1.0
"HD 24496","bj13.1145 ",13694.944,0.1915,42,"B5",1.1
"HD 24496","bj13.1146 ",13694.945,0.1921,42,"B5",1.0
"HD 24496","bj13.1156 ",13694.955,0.1927,74,"B5",1.0
"HD 24496","bj13.1157 ",13694.957,0.1914,75,"B5",1.1
"HD 24496","bj13.1158 ",13694.958,0.192,73,"B5",1.0
"HD 24496","bj13.1645 ",13695.976,0.1917,74,"B5",0.9
"HD 24496","bj13.1646 ",13695.978,0.1918,75,"B5",0.9
"HD 24496","bj13.1647 ",13695.979,0.1927,73,"B5",1.0
"HD 24496","bj13.1715 ",13696.115,0.1922,45,"B5",1.1
"HD 24496","bj13.1716 ",13696.117,0.191,42,"B5",1.1
"HD 24496","bj13.1717 ",13696.118,0.1916,42,"B5",1.2
"HD 24496","bj13.2149 ",13696.941,0.1929,74,"B5",1.2
"HD 24496","bj13.2150 ",13696.943,0.1925,73,"B5",1.1
"HD 24496","bj13.2151 ",13696.944,0.193,74,"B5",1.0
"HD 24496","bj14.608  ",13724.884,0.195,74,"B5",1.1
"HD 24496","bj14.609  ",13724.885,0.1955,73,"B5",1.2
"HD 24496","bj14.610  ",13724.887,0.1957,72,"B5",1.2
"HD 24496","bj47.160  ",14396.878,0.2032,66,"B5",1.4
"HD 24496","bj47.388  ",14397.997,0.2023,66,"B5",0.9
"HD 24496","bj48.885  ",14429.989,0.2067,67,"B5",1.0
"HD 24496","bj49.129  ",14453.813,0.2042,21,"B5",1.2
"HD 24496","bj49.130  ",14453.818,0.2058,24,"B5",1.2
"HD 24496","bj49.131  ",14453.825,0.2062,34,"B5",1.1
"HD 24496","bj49.543  ",14454.861,0.2051,67,"B5",1.1
"HD 24496","bj49.960  ",14455.872,0.2025,67,"B5",1.2
"HD 24496","bj52.119  ",14544.769,0.1976,60,"B5",1.3
"HD 24496","bj56.1070 ",14672.1,0.1898,55,"B5",1.8
"HD 24496","bj56.1383 ",14673.114,0.191,65,"B5",1.1
"HD 24496","bj56.1681 ",14674.095,0.1922,63,"B5",1.0
"HD 24496","bj58.197  ",14689.124,0.1906,54,"B5",1.0
"HD 24496","bj58.494  ",14690.143,0.1918,53,"B5",1.0
"HD 24496","bj59.184  ",14718.07,0.1926,54,"B5",1.1
"HD 24496","bj59.2319 ",14725.127,0.1904,53,"B5",1.0
"HD 24496","bj63.730  ",14807.881,0.1913,52,"B5",1.1
"HD 24496","bj63.1029 ",14808.869,0.192,53,"B5",0.8
"HD 24496","bj63.1648 ",14810.969,0.1934,52,"B5",0.9
"HD 24496","bj67.959  ",14934.719,0.1768,34,"B5",1.6
"HD 24496","bj74.355  ",15043.116,0.1733,50,"B5",1.1
"HD 24496","bj74.356  ",15043.119,0.1735,50,"B5",1.2
"HD 24496","bj74.551  ",15044.132,0.1753,52,"B5",0.9
"HD 24496","bj74.552  ",15044.133,0.1752,52,"B5",0.9
"HD 24496","bj74.553  ",15044.134,0.1745,52,"B5",0.9
"HD 24496","bj74.735  ",15045.126,0.1744,51,"B5",1.7
"HD 24496","bj74.736  ",15045.127,0.1752,51,"B5",1.8
"HD 24496","bj74.737  ",15045.129,0.1757,51,"B5",1.5
"HD 24496","bj75.177  ",15049.08,0.18,50,"B5",1.0
"HD 24496","bj75.178  ",15049.081,0.1804,49,"B5",1.1
"HD 24496","bj75.179  ",15049.082,0.1797,50,"B5",1.0
"HD 24496","bj76.140  ",15074.113,0.1768,52,"B5",1.0
"HD 24496","bj76.141  ",15074.115,0.1771,53,"B5",1.0
"HD 24496","bj76.142  ",15074.116,0.1774,53,"B5",1.0
"HD 24496","bj76.518  ",15076.054,0.1784,52,"B5",1.0
"HD 24496","bj76.519  ",15076.055,0.1787,52,"B5",0.9
"HD 24496","bj76.520  ",15076.056,0.1784,53,"B5",1.0
"HD 24496","bj76.931  ",15078.064,0.1787,52,"B5",0.9
"HD 24496","bj76.932  ",15078.065,0.1785,52,"B5",1.0
"HD 24496","bj76.933  ",15078.066,0.1793,52,"B5",0.9
"HD 24496","bj76.1129 ",15079.07,0.18,53,"B5",1.0
"HD 24496","bj76.1130 ",15079.071,0.1803,52,"B5",1.0
"HD 24496","bj76.1131 ",15079.072,0.1798,53,"B5",1.0
"HD 24496","bj76.1333 ",15080.067,0.1796,52,"B5",1.0
"HD 24496","bj76.1334 ",15080.068,0.1786,53,"B5",1.0
"HD 24496","bj76.1335 ",15080.069,0.1792,52,"B5",1.0
"HD 24496","bj76.1548 ",15081.078,0.1778,52,"B5",0.9
"HD 24496","bj76.1549 ",15081.079,0.1797,52,"B5",1.0
"HD 24496","bj76.1550 ",15081.08,0.1798,51,"B5",1.0
"HD 24496","bj76.1702 ",15082.034,0.1796,52,"B5",0.9
"HD 24496","bj76.1898 ",15083.039,0.1782,52,"B5",0.9
"HD 24496","bj76.1899 ",15083.04,0.1789,54,"B5",0.8
"HD 24496","bj76.1900 ",15083.041,0.1789,53,"B5",0.8
"HD 24496","bj76.2318 ",15085.029,0.1781,52,"B5",0.8
"HD 24496","bj76.2319 ",15085.03,0.1773,52,"B5",0.8
"HD 24496","bj76.2320 ",15085.03,0.1785,53,"B5",0.7
"HD 24496","bj77.1099 ",15110.985,0.1808,52,"B5",1.1
"HD 24496","bj77.1100 ",15110.989,0.1797,52,"B5",1.1
"HD 24496","bj77.1101 ",15110.992,0.1802,52,"B5",1.1
"HD 24496","bj78.153  ",15133.955,0.1767,53,"B5",1.0
"HD 24496","bj78.154  ",15133.956,0.1768,52,"B5",0.9
"HD 24496","bj78.155  ",15133.957,0.1765,51,"B5",1.0
"HD 24496","bj78.723  ",15135.868,0.1781,50,"B5",1.3
"HD 24496","bj78.724  ",15135.869,0.1786,50,"B5",1.1
"HD 24496","bj78.725  ",15135.87,0.1777,50,"B5",1.1
"HD 24496","bj80.582  ",15171.87,0.1776,52,"B5",1.2
"HD 24496","bj80.583  ",15171.871,0.1766,51,"B5",1.2
